LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1713173281.103483,308399,49067,1,HR,1,100,58
1713173282.316479,309612,49265,1,HR,1,100,56
1713173283.196476,310492,49415,1,HR,1,100,59
1713173285.289470,312585,49760,1,HR,1,100,52
1713173288.116461,315412,50222,1,HR,1,100,45
1713173290.289454,317585,50584,1,HR,1,100,42
1713173293.142446,320438,51050,1,HR,1,100,37
1713173295.635438,322931,51457,1,HR,1,100,34
1713173297.888431,325184,51827,1,HR,1,100,33
1713173299.021427,326317,52026,1,HR,1,100,37
1713173299.941425,327237,52184,1,HR,1,100,43
1713173300.581423,327877,52273,1,HR,1,100,55
1713173302.474417,329770,52592,1,HR,1,100,50
1713173303.567413,330863,52775,1,HR,1,100,51
1713173304.527410,331823,52926,1,HR,1,100,53
1713173306.700403,333996,53276,1,HR,1,100,48
1713173307.154402,334450,53361,1,HR,1,100,67
1713173308.074399,335370,53509,1,HR,1,100,67
1713173309.367395,336663,53726,1,HR,1,100,62
1713173314.193380,341489,54507,1,HR,1,100,51
1713173316.166374,343462,54827,1,HR,1,100,47
1713173316.806372,344102,54927,1,HR,1,100,57
1713173317.286371,344582,55015,1,HR,1,100,72
1713173317.819369,345115,55099,1,HR,1,100,82
1713173318.339367,345635,55185,1,HR,1,100,89
1713173320.672360,347968,55572,1,HR,1,100,75
1713173321.432358,348728,55694,1,HR,1,100,76
1713173322.166355,349462,55812,1,HR,1,100,78
1713173324.179349,351475,56145,1,HR,1,100,67
1713173324.899347,352195,56262,1,HR,1,100,71
1713173325.419345,352715,56346,1,HR,1,100,81
1713173330.618329,357914,57210,1,HR,1,100,65
1713173334.111318,361407,57778,1,HR,1,100,55
1713173335.484314,362780,58014,1,HR,1,100,52
1713173336.364311,363660,58151,1,HR,1,100,56
1713173337.297308,364593,58303,1,HR,1,100,58
1713173338.377305,365673,58485,1,HR,1,100,57
1713173338.791304,366087,58552,1,HR,1,100,78
1713173339.471302,366767,58657,1,HR,1,100,80
1713173340.151299,367447,58777,1,HR,1,100,82
1713173340.964297,368260,58910,1,HR,1,100,80
1713173341.444295,368740,58998,1,HR,1,100,90
1713173342.044294,369340,59084,1,HR,1,100,93
1713173342.604292,369900,59185,1,HR,1,100,96
1713173343.217290,370513,59284,1,HR,1,100,97
1713173343.897288,371193,59401,1,HR,1,100,95
1713173344.617286,371913,59519,1,HR,1,100,92
1713173345.550283,372846,59668,1,HR,1,100,86
1713173346.310280,373606,59784,1,HR,1,100,85
1713173346.590280,373886,59841,1,HR,1,100,113
1713173347.523277,374819,59995,1,HR,1,100,103
1713173348.083275,375379,60078,1,HR,1,100,104
1713173349.696270,376992,60343,1,HR,1,100,89
1713173350.176268,377472,60428,1,HR,1,100,97
1713173350.856266,378152,60543,1,HR,1,100,95
1713173352.149262,379445,60745,1,HR,1,100,84
1713173354.043256,381339,61059,1,HR,1,100,73
1713173354.562255,381858,61145,1,HR,1,100,82
1713173355.002253,382298,61212,1,HR,1,100,94
1713173355.402252,382698,61281,1,HR,1,100,107
1713173356.055250,383351,61399,1,HR,1,100,104
1713173357.789245,385085,61669,1,HR,1,100,88
1713173358.629242,385925,61802,1,HR,1,100,85
1713173359.508239,386804,61953,1,HR,1,100,81
1713173360.442236,387738,62102,1,HR,1,100,77
1713173361.282234,388578,62251,1,HR,1,100,76
1713173363.015229,390311,62523,1,HR,1,100,67
1713173364.148225,391444,62723,1,HR,1,100,64
1713173364.988222,392284,62855,1,HR,1,100,66
1713173365.628220,392924,62954,1,HR,1,100,72
1713173367.641214,394937,63272,1,HR,1,100,63
1713173368.454211,395750,63421,1,HR,1,100,65
1713173369.414209,396710,63572,1,HR,1,100,65
1713173370.787204,398083,63792,1,HR,1,100,60
1713173371.467202,398763,63910,1,HR,1,100,66
1713173372.067200,399363,64016,1,HR,1,100,74
1713173372.961198,400257,64149,1,HR,1,100,73
1713173373.560196,400856,64250,1,HR,1,100,79
1713173374.120194,401416,64350,1,HR,1,100,85
1713173374.574193,401870,64418,1,HR,1,100,96
1713173375.174191,402470,64518,1,HR,1,100,97
1713173375.933188,403229,64651,1,HR,1,100,93
1713173376.374187,403670,64720,1,HR,1,100,103
1713173378.267181,405563,65022,1,HR,1,100,87
1713173379.000179,406296,65138,1,HR,1,100,86
1713173379.720176,407016,65275,1,HR,1,100,86
1713173380.160175,407456,65343,1,HR,1,100,97
1713173381.013173,408309,65479,1,HR,1,100,91
1713173381.813170,409109,79,1,HR,1,100,88
1713173382.413168,409709,183,1,HR,1,100,90
1713173382.813167,410109,250,1,HR,1,100,104
1713173383.626164,410922,384,1,HR,1,100,97
1713173384.226162,411522,486,1,HR,1,100,98
1713173384.466162,411762,521,1,HR,1,100,132
1713173384.826161,412122,589,1,HR,1,100,139
1713173385.839158,413135,753,1,HR,1,100,122
1713173386.079157,413375,790,1,HR,1,100,150
1713173387.692152,414988,1062,1,HR,1,100,125
1713173388.092150,415388,1131,1,HR,1,100,131
1713173389.706146,417002,1396,1,HR,1,100,110
1713173390.185144,417481,1481,1,HR,1,100,113
1713173390.465143,417761,1515,1,HR,1,100,136
1713173391.185141,418481,1631,1,HR,1,100,124
1713173392.958135,420254,1933,1,HR,1,100,104
1713173394.212132,421508,2133,1,HR,1,100,92
1713173395.572127,422868,2365,1,HR,1,100,81
