LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1713259334.488742,227422,35652,1,HR,1,100,76
1713259335.261738,228195,35782,1,HR,1,100,77
1713259336.061735,228995,35906,1,HR,1,100,76
1713259336.821732,229755,36042,1,HR,1,100,77
1713259337.514729,230448,36161,1,HR,1,100,79
1713259338.434725,231368,36315,1,HR,1,100,76
1713259338.954722,231888,36404,1,HR,1,100,85
1713259339.688719,232622,36523,1,HR,1,100,85
1713259339.968718,232902,36578,1,HR,1,100,113
1713259340.408716,233342,36645,1,HR,1,100,119
1713259340.967714,233901,36751,1,HR,1,100,116
1713259341.861710,234795,36886,1,HR,1,100,105
1713259342.261708,235195,36953,1,HR,1,100,115
1713259343.061705,235995,37085,1,HR,1,100,106
1713259343.794702,236728,37204,1,HR,1,100,101
1713259344.794697,237728,37374,1,HR,1,100,92
1713259346.287691,239221,37617,1,HR,1,100,81
1713259347.900684,240834,37884,1,HR,1,100,71
1713259348.540681,241474,37988,1,HR,1,100,76
1713259349.300678,242234,38124,1,HR,1,100,77
1713259349.900676,242834,38224,1,HR,1,100,82
1713259350.713672,243647,38358,1,HR,1,100,80
1713259350.993671,243927,38409,1,HR,1,100,110
1713259351.793667,244727,38535,1,HR,1,100,102
1713259352.726663,245660,38689,1,HR,1,100,94
1713259353.526660,246460,38828,1,HR,1,100,90
1713259354.206657,247140,38949,1,HR,1,100,89
1713259354.899654,247833,39069,1,HR,1,100,89
1713259355.299652,248233,39136,1,HR,1,100,103
1713259355.859650,248793,39220,1,HR,1,100,104
1713259356.593647,249527,39344,1,HR,1,100,99
1713259359.366635,252300,39799,1,HR,1,100,82
1713259360.859628,253793,40052,1,HR,1,100,73
1713259361.299627,254233,40119,1,HR,1,100,87
1713259362.219623,255153,40273,1,HR,1,100,82
1713259364.232614,257166,40611,1,HR,1,100,71
1713259364.912611,257846,40712,1,HR,1,100,74
1713259365.405609,258339,40798,1,HR,1,100,86
1713259365.965607,258899,40903,1,HR,1,100,90
1713259367.458600,260392,41145,1,HR,1,100,79
1713259368.138597,261072,41262,1,HR,1,100,81
1713259368.658595,261592,41353,1,HR,1,100,89
1713259369.298592,262232,41452,1,HR,1,100,90
1713259370.351588,263285,41622,1,HR,1,100,83
1713259371.764582,264698,41866,1,HR,1,100,74
1713259372.444579,265378,41983,1,HR,1,100,77
1713259373.364575,266298,42137,1,HR,1,100,74
1713259373.818573,266752,42208,1,HR,1,100,88
1713259374.298571,267232,42292,1,HR,1,100,96
1713259375.177567,268111,42446,1,HR,1,100,90
1713259376.111563,269045,42598,1,HR,1,100,85
1713259376.751560,269685,42699,1,HR,1,100,87
1713259377.591557,270525,42843,1,HR,1,100,83
1713259378.444553,271378,42979,1,HR,1,100,81
1713259378.884551,271818,43068,1,HR,1,100,93
1713259379.404549,272338,43150,1,HR,1,100,98
1713259380.977542,273911,43404,1,HR,1,100,85
1713259381.577540,274511,43506,1,HR,1,100,88
1713259382.150537,275084,43597,1,HR,1,100,92
1713259382.630535,275564,43683,1,HR,1,100,100
1713259383.190533,276124,43765,1,HR,1,100,101
1713259383.670531,276604,43854,1,HR,1,100,107
1713259384.803526,277737,44041,1,HR,1,100,95
1713259385.403523,278337,44143,1,HR,1,100,96
1713259385.923521,278857,44230,1,HR,1,100,100
1713259386.456519,279390,44330,1,HR,1,100,104
1713259387.216516,280150,44455,1,HR,1,100,98
1713259387.696513,280630,44524,1,HR,1,100,104
