LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1713525974.115821,437890,5251,1,HR,1,100,88
1713525974.848818,438623,5369,1,HR,1,100,87
1713525975.888814,439663,5555,1,HR,1,100,81
1713525976.421812,440196,5639,1,HR,1,100,88
1713525976.621811,440396,5675,1,HR,1,100,135
1713525976.821810,440596,5710,1,HR,1,100,172
1713525978.955802,442730,6057,1,HR,1,100,140
1713525979.435800,443210,6141,1,HR,1,100,137
1713525980.195797,443970,6256,1,HR,1,100,124
1713525980.728795,444503,6341,1,HR,1,100,122
1713525981.968790,445743,6544,1,HR,1,100,106
1713525982.328789,446103,6611,1,HR,1,100,119
1713525983.621783,447396,6829,1,HR,1,100,103
1713525984.141781,447916,6913,1,HR,1,100,106
1713525984.994778,448769,7046,1,HR,1,100,98
1713525986.354773,450129,7267,1,HR,1,100,86
1713525987.047770,450822,7385,1,HR,1,100,87
1713525987.567768,451342,7469,1,HR,1,100,93
1713525988.607764,452382,7635,1,HR,1,100,85
1713525989.780759,453555,7832,1,HR,1,100,78
1713525992.673747,456448,8300,1,HR,1,100,65
1713525993.606744,457381,8466,1,HR,1,100,65
1713525994.206741,457981,8567,1,HR,1,100,73
1713525995.206737,458981,8716,1,HR,1,100,70
1713525996.979730,460754,9016,1,HR,1,100,62
1713525997.659727,461434,9133,1,HR,1,100,68
1713525997.993726,461768,9184,1,HR,1,100,94
1713526001.366713,465141,9735,1,HR,1,100,77
1713526003.019706,466794,9998,1,HR,1,100,68
1713526003.739703,467514,10118,1,HR,1,100,72
1713526004.272701,468047,10217,1,HR,1,100,81
1713526005.112698,468887,10349,1,HR,1,100,79
1713526005.592696,469367,10433,1,HR,1,100,89
1713526006.192693,469967,10534,1,HR,1,100,92
1713526006.725691,470500,10625,1,HR,1,100,97
1713526007.445688,471220,10742,1,HR,1,100,94
1713526007.845687,471620,10809,1,HR,1,100,106
1713526008.578684,472353,10928,1,HR,1,100,101
1713526009.018682,472793,10995,1,HR,1,100,109
1713526009.818679,473593,11127,1,HR,1,100,102
1713526010.258677,474033,11194,1,HR,1,100,109
1713526010.752675,474527,11278,1,HR,1,100,113
1713526010.991674,474766,11331,1,HR,1,100,143
1713526011.551672,475326,11417,1,HR,1,100,135
1713526011.831671,475606,11470,1,HR,1,100,153
1713526012.111670,475886,11520,1,HR,1,100,166
1713526012.631668,476406,11605,1,HR,1,100,155
1713526012.964666,476739,11655,1,HR,1,100,162
1713526013.484664,477259,11741,1,HR,1,100,152
1713526013.884663,477659,11808,1,HR,1,100,151
1713526014.604660,478379,11924,1,HR,1,100,136
1713526015.538656,479313,12092,1,HR,1,100,121
1713526016.138654,479913,12176,1,HR,1,100,116
1713526016.537652,480312,12243,1,HR,1,100,124
1713526017.017650,480792,12331,1,HR,1,100,124
1713526017.551648,481326,12414,1,HR,1,100,122
1713526018.071646,481846,12498,1,HR,1,100,121
1713526019.404641,483179,12731,1,HR,1,100,104
1713526020.164638,483939,12847,1,HR,1,100,98
1713526020.444636,484219,12897,1,HR,1,100,124
1713526021.004634,484779,12982,1,HR,1,100,120
1713526021.577632,485352,13083,1,HR,1,100,117
1713526022.457628,486232,13236,1,HR,1,100,106
1713526022.897627,486672,13304,1,HR,1,100,113
