LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1713263942.117037,482053,12131,1,HR,1,100,76
1713263942.890034,482826,12250,1,HR,1,100,77
1713263943.570032,483506,12366,1,HR,1,100,79
1713263944.050030,483986,12453,1,HR,1,100,89
1713263945.623024,485559,12706,1,HR,1,100,78
1713263945.943023,485879,12773,1,HR,1,100,102
1713263947.316018,487252,12998,1,HR,1,100,89
1713263947.676016,487612,13067,1,HR,1,100,107
1713263949.209011,489145,13318,1,HR,1,100,92
1713263949.729009,489665,13405,1,HR,1,100,97
1713263950.409006,490345,13524,1,HR,1,100,95
1713263954.834990,494771,14251,1,HR,1,100,77
1713263955.528987,495465,14367,1,HR,1,100,79
1713263956.487983,496424,14522,1,HR,1,100,76
1713263957.327980,497264,14680,1,HR,1,100,75
1713263958.621975,498558,14884,1,HR,1,100,69
1713263960.394969,500331,15186,1,HR,1,100,61
1713263961.034966,500971,15287,1,HR,1,100,68
1713263961.914963,501851,15440,1,HR,1,100,68
1713263963.447957,503384,15698,1,HR,1,100,62
1713263963.767956,503704,15749,1,HR,1,100,90
1713263964.500953,504437,15868,1,HR,1,100,88
1713263965.660949,505597,16071,1,HR,1,100,80
1713263966.793945,506730,16258,1,HR,1,100,74
1713263967.073944,507010,16316,1,HR,1,100,105
1713263968.113940,508050,16486,1,HR,1,100,95
1713263968.433939,508370,16535,1,HR,1,100,115
1713263969.526935,509463,16723,1,HR,1,100,102
1713263970.406931,510343,16876,1,HR,1,100,95
1713263971.699927,511636,17075,1,HR,1,100,84
1713263973.433920,513370,17372,1,HR,1,100,73
1713263975.406913,515343,17708,1,HR,1,100,64
1713263976.006911,515943,17811,1,HR,1,100,72
1713263976.486909,516423,17881,1,HR,1,100,84
1713263978.139903,518076,18169,1,HR,1,100,73
1713263978.739900,518676,18272,1,HR,1,100,79
1713263979.592897,519529,18404,1,HR,1,100,77
1713263980.192895,520129,18507,1,HR,1,100,82
1713263981.112891,521049,18661,1,HR,1,100,79
1713263981.445890,521382,18712,1,HR,1,100,103
1713263981.725889,521662,18765,1,HR,1,100,128
1713263983.045884,522982,18990,1,HR,1,100,109
1713263984.218880,524155,19192,1,HR,1,100,97
1713263985.098876,525035,19326,1,HR,1,100,90
1713263985.631875,525568,19429,1,HR,1,100,96
1713263986.311872,526248,19532,1,HR,1,100,94
1713263987.191869,527128,19688,1,HR,1,100,88
1713263989.004862,528941,19995,1,HR,1,100,76
1713263990.817855,530754,20298,1,HR,1,100,67
1713263991.257854,531194,20367,1,HR,1,100,82
1713263991.977851,531914,20487,1,HR,1,100,82
1713263992.831848,532768,20649,1,HR,1,100,80
1713263993.791844,533728,20800,1,HR,1,100,76
1713263994.110843,534047,20851,1,HR,1,100,101
1713263995.604837,535541,21108,1,HR,1,100,87
1713263996.284835,536221,21228,1,HR,1,100,88
1713263996.937832,536874,21331,1,HR,1,100,89
1713263997.297831,537234,21402,1,HR,1,100,106
1713263997.537830,537474,21436,1,HR,1,100,138
1713263999.110824,539047,21696,1,HR,1,100,116
1713263999.910821,539847,21831,1,HR,1,100,107
1713264000.710818,540647,21965,1,HR,1,100,100
1713264001.283816,541220,22066,1,HR,1,100,101
1713264001.803814,541740,22151,1,HR,1,100,105
1713264002.043813,541980,22186,1,HR,1,100,137
1713264002.563811,542500,22274,1,HR,1,100,132
1713264003.536808,543473,22451,1,HR,1,100,117
1713264004.336805,544273,22589,1,HR,1,100,107
1713264005.309801,545246,22739,1,HR,1,100,97
1713264005.789799,545726,22823,1,HR,1,100,104
1713264007.149794,547086,23046,1,HR,1,100,90
1713264007.882791,547819,23180,1,HR,1,100,89
1713264008.522789,548459,23288,1,HR,1,100,90
1713264008.922787,548859,23357,1,HR,1,100,103
1713264009.402786,549339,23443,1,HR,1,100,108
1713264009.856784,549793,23512,1,HR,1,100,114
1713264011.949776,551886,23865,1,HR,1,100,95
1713264012.709773,552646,23984,1,HR,1,100,92
1713264013.548770,553485,24124,1,HR,1,100,87
1713264014.482767,554419,24294,1,HR,1,100,82
1713264015.002765,554939,24379,1,HR,1,100,90
1713264015.682762,555619,24481,1,HR,1,100,89
1713264016.615759,556552,24649,1,HR,1,100,84
1713264016.895758,556832,24683,1,HR,1,100,113
1713264017.255756,557192,24752,1,HR,1,100,125
1713264017.695755,557632,24819,1,HR,1,100,127
1713264018.468752,558405,24959,1,HR,1,100,117
1713264019.068749,559005,25061,1,HR,1,100,113
1713264019.988746,559925,25214,1,HR,1,100,102
1713264020.228745,560165,25248,1,HR,1,100,135
1713264021.321741,561258,25433,1,HR,1,100,117
1713264022.041738,561978,25550,1,HR,1,100,110
1713264022.441737,562378,25622,1,HR,1,100,119
1713264022.814735,562751,25691,1,HR,1,100,129
1713264024.014731,563951,25895,1,HR,1,100,112
1713264024.374730,564311,25950,1,HR,1,100,124
1713264025.467726,565404,26135,1,HR,1,100,109
1713264026.947720,566884,26370,1,HR,1,100,94
1713264027.680717,567617,26506,1,HR,1,100,91
1713264028.920713,568857,26715,1,HR,1,100,82
1713264030.214708,570151,26932,1,HR,1,100,74
1713264030.774706,570711,27018,1,HR,1,100,81
1713264031.947701,571884,27221,1,HR,1,100,75
1713264032.427700,572364,27294,1,HR,1,100,86
1713264032.827698,572764,27364,1,HR,1,100,100
1713264033.426696,573363,27462,1,HR,1,100,100
1713264034.080693,574017,27588,1,HR,1,100,99
1713264036.293685,576230,27940,1,HR,1,100,83
1713264036.893683,576830,28041,1,HR,1,100,87
1713264038.146678,578083,28264,1,HR,1,100,78
1713264038.506677,578443,28315,1,HR,1,100,98
1713264038.906675,578843,28388,1,HR,1,100,109
1713264039.546673,579483,28487,1,HR,1,100,106
1713264040.119671,580056,28590,1,HR,1,100,106
1713264041.519665,581456,28825,1,HR,1,100,92
1713264042.852661,582789,29048,1,HR,1,100,82
1713264043.212659,583149,29115,1,HR,1,100,101
1713264043.652658,583589,29184,1,HR,1,100,109
1713264044.012656,583949,29243,1,HR,1,100,121
1713264044.505654,584442,29328,1,HR,1,100,122
1713264047.438643,587375,29813,1,HR,1,100,100
1713264049.692635,589629,30189,1,HR,1,100,83
1713264050.571632,590508,30343,1,HR,1,100,80
1713264051.505628,591442,30492,1,HR,1,100,77
1713264052.825623,592762,30713,1,HR,1,100,70
1713264053.358621,593295,30800,1,HR,1,100,80
1713264053.918619,593855,30903,1,HR,1,100,86
1713264054.878616,594815,31062,1,HR,1,100,81
1713264056.011611,595948,31248,1,HR,1,100,75
1713264056.691609,596628,31366,1,HR,1,100,78
1713264059.304599,599241,31802,1,HR,1,100,66
1713264059.877597,599814,31901,1,HR,1,100,75
1713264061.277592,601214,32121,1,HR,1,100,68
1713264062.970585,602907,32411,1,HR,1,100,61
1713264064.223581,604160,32615,1,HR,1,100,58
1713264065.423576,605360,32819,1,HR,1,100,56
1713264067.076570,607013,33111,1,HR,1,100,52
1713264067.916567,607853,33247,1,HR,1,100,56
1713264068.810564,608747,33399,1,HR,1,100,59
1713264069.290562,609227,33468,1,HR,1,100,74
1713264070.050559,609987,33591,1,HR,1,100,75
1713264070.610557,610547,33693,1,HR,1,100,82
1713264071.663553,611600,33860,1,HR,1,100,77
1713264072.343550,612280,33979,1,HR,1,100,79
1713264073.396546,613333,34147,1,HR,1,100,74
1713264074.676542,614613,34371,1,HR,1,100,68
1713264075.449539,615386,34493,1,HR,1,100,71
1713264076.169536,616106,34611,1,HR,1,100,73
1713264076.849534,616786,34728,1,HR,1,100,77
1713264077.462531,617399,34833,1,HR,1,100,82
1713264078.182528,618119,34951,1,HR,1,100,82
1713264078.622527,618559,35020,1,HR,1,100,94
1713264079.995522,619932,35241,1,HR,1,100,83
1713264080.755519,620692,35376,1,HR,1,100,82
1713264081.728515,621665,35529,1,HR,1,100,78
1713264083.568508,623505,35850,1,HR,1,100,68
1713264084.421505,624358,35985,1,HR,1,100,69
1713264086.155499,626092,36278,1,HR,1,100,61
1713264087.834492,627771,36549,1,HR,1,100,55
1713264088.608490,628545,36685,1,HR,1,100,61
1713264089.088488,629025,36752,1,HR,1,100,75
1713264089.768485,629705,36871,1,HR,1,100,78
1713264091.141480,631078,37096,1,HR,1,100,70
1713264091.781478,631718,37213,1,HR,1,100,76
1713264092.341476,632278,37301,1,HR,1,100,83
1713264092.754474,632691,37368,1,HR,1,100,98
1713264093.274472,633211,37456,1,HR,1,100,102
1713264093.794470,633731,37540,1,HR,1,100,105
1713264094.034469,633971,37592,1,HR,1,100,137
1713264094.647467,634584,37695,1,HR,1,100,129
1713264096.047462,635984,37921,1,HR,1,100,110
1713264099.753448,639690,38537,1,HR,1,100,89
1713264100.353446,640290,38626,1,HR,1,100,91
1713264101.606441,641543,38844,1,HR,1,100,82
1713264103.300435,643237,39113,1,HR,1,100,72
1713264104.059432,643996,39246,1,HR,1,100,73
1713264108.086417,648023,39902,1,HR,1,100,60
1713264108.726414,648663,40008,1,HR,1,100,68
1713264110.019410,649956,40226,1,HR,1,100,63
1713264110.699407,650636,40334,1,HR,1,100,69
1713264111.139405,651076,40423,1,HR,1,100,84
1713264111.419404,651356,40456,1,HR,1,100,113
1713264111.952402,651889,40561,1,HR,1,100,113
1713264112.472400,652409,40649,1,HR,1,100,114
1713264113.312397,653249,40787,1,HR,1,100,104
1713264114.365393,654302,40953,1,HR,1,100,94
1713264114.645392,654582,41008,1,HR,1,100,121
1713264115.125391,655062,41092,1,HR,1,100,122
1713264115.685388,655622,41183,1,HR,1,100,118
1713264116.378386,656315,41302,1,HR,1,100,112
1713264117.378382,657315,41474,1,HR,1,100,100
1713264118.298379,658235,41628,1,HR,1,100,92
1713264119.551374,659488,41830,1,HR,1,100,83
1713264120.071372,660008,41913,1,HR,1,100,90
1713264120.604370,660541,42018,1,HR,1,100,96
1713264121.124368,661061,42091,1,HR,1,100,100
1713264122.084364,662021,42261,1,HR,1,100,92
1713264123.617359,663554,42511,1,HR,1,100,80
1713264124.257356,664194,42614,1,HR,1,100,83
1713264125.870350,665807,42890,1,HR,1,100,73
1713264126.551348,666488,42993,1,HR,1,100,76
1713264127.364345,667301,43131,1,HR,1,100,76
1713264127.804343,667741,43201,1,HR,1,100,89
1713264128.804339,668741,43369,1,HR,1,100,83
1713264130.257334,670194,43620,1,HR,1,100,74
1713264130.817332,670754,43705,1,HR,1,100,81
1713264131.510329,671447,43827,1,HR,1,100,83
1713264133.390322,673327,44125,1,HR,1,100,71
1713264134.243319,674180,44258,1,HR,1,100,71
1713264135.203315,675140,44426,1,HR,1,100,69
1713264135.643314,675580,44493,1,HR,1,100,84
1713264136.136312,676073,44585,1,HR,1,100,93
1713264138.589303,678526,44984,1,HR,1,100,78
1713264140.802294,680739,45348,1,HR,1,100,67
1713264142.082290,682019,45557,1,HR,1,100,62
1713264144.015282,683952,45871,1,HR,1,100,55
1713264146.722272,686659,46311,1,HR,1,100,48
1713264147.162271,687099,46383,1,HR,1,100,68
1713264148.082267,688019,46532,1,HR,1,100,67
1713264150.615258,690552,46948,1,HR,1,100,58
1713264151.228256,691165,47051,1,HR,1,100,67
1713264151.988253,691925,47192,1,HR,1,100,70
1713264152.388251,692325,47246,1,HR,1,100,87
1713264152.908249,692845,47350,1,HR,1,100,94
1713264154.281244,694218,47566,1,HR,1,100,83
1713264156.534236,696471,47936,1,HR,1,100,70
1713264157.907231,697844,48163,1,HR,1,100,64
1713264158.347229,698284,48248,1,HR,1,100,80
1713264159.681224,699618,48463,1,HR,1,100,73
1713264160.880219,700817,48665,1,HR,1,100,68
1713264161.734216,701671,48806,1,HR,1,100,68
1713264163.134211,703071,49023,1,HR,1,100,63
1713264167.320195,707257,49705,1,HR,1,100,52
1713264167.800194,707737,49789,1,HR,1,100,68
1713264168.653190,708590,49921,1,HR,1,100,69
1713264169.213188,709150,50020,1,HR,1,100,77
1713264169.653187,709590,50087,1,HR,1,100,91
1713264170.413184,710350,50205,1,HR,1,100,88
1713264170.906182,710843,50288,1,HR,1,100,96
1713264171.506180,711443,50388,1,HR,1,100,97
1713264172.226177,712163,50513,1,HR,1,100,94
1713264172.799175,712736,50612,1,HR,1,100,97
1713264174.079170,714016,50809,1,HR,1,100,86
1713264174.719168,714656,50910,1,HR,1,100,88
1713264175.732164,715669,51076,1,HR,1,100,81
1713264177.745157,717682,51412,1,HR,1,100,70
1713264178.265155,718202,51495,1,HR,1,100,80
1713264179.199151,719136,51645,1,HR,1,100,77
1713264180.118148,720055,51794,1,HR,1,100,74
1713264180.758145,720695,51910,1,HR,1,100,79
1713264181.652142,721589,52042,1,HR,1,100,76
1713264183.625134,723562,52362,1,HR,1,100,66
1713264185.585127,725522,52690,1,HR,1,100,58
1713264186.598123,726535,52856,1,HR,1,100,59
