LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1713181954.636974,363458,57318,1,HR,1,100,84
1713181961.156953,369978,58358,1,HR,1,100,67
1713181962.116950,370938,58522,1,HR,1,100,66
1713181963.129946,371951,58678,1,HR,1,100,65
1713181963.649945,372471,58761,1,HR,1,100,76
1713181964.569942,373391,58927,1,HR,1,100,74
1713181965.702938,374524,59108,1,HR,1,100,69
1713181966.915934,375737,59305,1,HR,1,100,65
1713181968.635928,377457,59577,1,HR,1,100,58
1713181969.488926,378310,59727,1,HR,1,100,61
1713181971.781918,380603,60088,1,HR,1,100,53
1713181973.674912,382496,60407,1,HR,1,100,49
1713181974.235910,383057,60491,1,HR,1,100,62
1713181975.194907,384016,60640,1,HR,1,100,62
1713181976.448903,385270,60855,1,HR,1,100,59
1713181977.007901,385829,60939,1,HR,1,100,70
1713181977.687899,386509,61055,1,HR,1,100,74
1713181978.501896,387323,61193,1,HR,1,100,74
1713181979.660892,388482,61376,1,HR,1,100,69
1713181980.114891,388936,61443,1,HR,1,100,84
1713181980.594889,389416,61527,1,HR,1,100,93
1713181981.074888,389896,61609,1,HR,1,100,100
1713181981.634886,390456,61693,1,HR,1,100,102
1713181983.487880,392309,61997,1,HR,1,100,86
1713181984.460877,393282,62163,1,HR,1,100,81
1713181984.860875,393682,62230,1,HR,1,100,96
1713181986.713869,395535,62527,1,HR,1,100,82
1713181987.433867,396255,62642,1,HR,1,100,82
1713181988.113865,396935,62760,1,HR,1,100,84
1713181989.006862,397828,62899,1,HR,1,100,80
1713181989.606860,398428,62997,1,HR,1,100,85
1713181990.206858,399028,63098,1,HR,1,100,88
1713181991.020855,399842,63231,1,HR,1,100,85
1713181992.952849,401774,63543,1,HR,1,100,73
1713181993.793846,402615,63683,1,HR,1,100,73
1713181994.272845,403094,63768,1,HR,1,100,84
1713181994.872843,403694,63850,1,HR,1,100,88
1713181995.926839,404748,64032,1,HR,1,100,81
1713181996.806836,405628,64181,1,HR,1,100,78
1713181997.539834,406361,64297,1,HR,1,100,79
1713181998.259832,407081,64414,1,HR,1,100,80
1713181998.979829,407801,64520,1,HR,1,100,81
1713181999.672827,408494,64639,1,HR,1,100,83
1713182000.592824,409414,64786,1,HR,1,100,79
1713182001.312822,410134,64903,1,HR,1,100,80
1713182002.165819,410987,65052,1,HR,1,100,78
1713182002.805817,411627,65151,1,HR,1,100,81
1713182004.458812,413280,65423,1,HR,1,100,71
1713182005.138809,413960,65522,1,HR,1,100,75
1713182005.458808,414280,54,1,HR,1,100,100
1713182005.778807,414600,106,1,HR,1,100,120
1713182006.391805,415213,205,1,HR,1,100,115
1713182007.871800,416693,436,1,HR,1,100,99
1713182010.004793,418826,787,1,HR,1,100,83
1713182010.817791,419639,920,1,HR,1,100,81
1713182011.497788,420319,1036,1,HR,1,100,83
1713182013.230783,422052,1317,1,HR,1,100,72
1713182013.471782,422293,1370,1,HR,1,100,112
1713182015.644775,424466,1720,1,HR,1,100,93
1713182017.177770,425999,1968,1,HR,1,100,81
1713182017.617769,426439,2052,1,HR,1,100,93
1713182018.910764,427732,2251,1,HR,1,100,83
1713182019.590762,428412,2372,1,HR,1,100,84
1713182019.830761,428652,2408,1,HR,1,100,121
1713182020.470759,429292,2523,1,HR,1,100,115
1713182021.563756,430385,2689,1,HR,1,100,102
1713182022.563752,431385,2853,1,HR,1,100,92
1713182023.696749,432518,3039,1,HR,1,100,84
1713182024.696745,433518,3208,1,HR,1,100,79
1713182025.549743,434371,3358,1,HR,1,100,77
1713182026.309740,435131,3475,1,HR,1,100,77
1713182028.042734,436864,3756,1,HR,1,100,68
1713182028.882732,437704,3909,1,HR,1,100,69
1713182029.696729,438518,4036,1,HR,1,100,70
1713182030.415727,439237,4170,1,HR,1,100,73
1713182031.375724,440197,4324,1,HR,1,100,71
1713182032.069721,440891,4441,1,HR,1,100,75
1713182032.869719,441691,4575,1,HR,1,100,75
1713182033.802716,442624,4731,1,HR,1,100,73
1713182034.242714,443064,4800,1,HR,1,100,87
1713182035.202711,444024,4977,1,HR,1,100,81
1713182036.015708,444837,5112,1,HR,1,100,80
1713182036.575707,445397,5195,1,HR,1,100,86
1713182036.855706,445677,5250,1,HR,1,100,115
1713182039.108698,447930,5618,1,HR,1,100,95
1713182040.228695,449050,5811,1,HR,1,100,86
1713182040.481694,449303,5864,1,HR,1,100,122
1713182041.361691,450183,6017,1,HR,1,100,110
1713182042.321688,451143,6173,1,HR,1,100,100
1713182042.774686,451596,6242,1,HR,1,100,108
1713182043.654684,452476,6393,1,HR,1,100,99
1713182044.867680,453689,6596,1,HR,1,100,88
1713182046.427675,455249,6850,1,HR,1,100,77
1713182047.640671,456462,7052,1,HR,1,100,71
1713182049.134666,457956,7306,1,HR,1,100,64
1713182051.547658,460369,7699,1,HR,1,100,56
1713182053.027653,461849,7952,1,HR,1,100,52
1713182053.600651,462422,8037,1,HR,1,100,64
1713182055.453645,464275,8343,1,HR,1,100,57
1713182055.893644,464715,8431,1,HR,1,100,75
1713182056.413642,465235,8514,1,HR,1,100,84
1713182057.333639,466155,8667,1,HR,1,100,80
1713182058.466635,467288,8855,1,HR,1,100,74
1713182059.306633,468128,8987,1,HR,1,100,73
1713182060.479629,469301,9190,1,HR,1,100,69
1713182060.799628,469621,9241,1,HR,1,100,95
1713182061.812624,470634,9409,1,HR,1,100,87
1713182062.372622,471194,9510,1,HR,1,100,92
1713182063.052620,471874,9615,1,HR,1,100,91
1713182063.772618,472594,9734,1,HR,1,100,89
1713182064.425616,473247,9854,1,HR,1,100,90
1713182064.985614,473807,9938,1,HR,1,100,94
1713182066.079610,474901,10128,1,HR,1,100,85
1713182066.558609,475380,10211,1,HR,1,100,94
1713182067.278606,476100,10329,1,HR,1,100,92
1713182068.412603,477234,10516,1,HR,1,100,83
1713182071.985591,480807,11106,1,HR,1,100,69
1713182073.118587,481940,11292,1,HR,1,100,65
1713182073.958585,482780,11448,1,HR,1,100,67
1713182075.371580,484193,11685,1,HR,1,100,61
1713182076.011578,484833,11792,1,HR,1,100,69
1713182076.251577,485073,11826,1,HR,1,100,109
1713182077.064574,485886,11965,1,HR,1,100,101
1713182077.424573,486246,12034,1,HR,1,100,116
1713182077.944572,486766,12121,1,HR,1,100,116
1713182078.384570,487206,12189,1,HR,1,100,120
1713182079.277567,488099,12342,1,HR,1,100,109
1713182079.957565,488779,12464,1,HR,1,100,104
1713182080.517563,489339,12550,1,HR,1,100,105
1713182081.290561,490112,12694,1,HR,1,100,99
1713182082.010558,490832,12813,1,HR,1,100,96
1713182082.890555,491712,12968,1,HR,1,100,89
1713182083.583553,492405,13088,1,HR,1,100,89
1713182084.103552,492925,13172,1,HR,1,100,95
1713182084.503550,493325,13241,1,HR,1,100,107
1713182084.863549,493685,13297,1,HR,1,100,120
1713182085.397547,494219,13382,1,HR,1,100,119
1713182085.877546,494699,13470,1,HR,1,100,121
1713182086.477544,495299,13571,1,HR,1,100,116
1713182087.037542,495859,13656,1,HR,1,100,114
1713182088.810536,497632,13966,1,HR,1,100,96
1713182089.490534,498312,14083,1,HR,1,100,94
1713182090.023532,498845,14170,1,HR,1,100,99
1713182091.063529,499885,14341,1,HR,1,100,90
1713182091.583527,500405,14426,1,HR,1,100,96
1713182092.316525,501138,14544,1,HR,1,100,93
1713182092.916523,501738,14645,1,HR,1,100,94
1713182093.276522,502098,14717,1,HR,1,100,110
1713182093.836520,502658,14802,1,HR,1,100,110
1713182094.409518,503231,14905,1,HR,1,100,109
1713182094.929516,503751,14991,1,HR,1,100,111
1713182095.569514,504391,15092,1,HR,1,100,107
1713182096.009513,504831,15183,1,HR,1,100,113
1713182096.302512,505124,15234,1,HR,1,100,136
1713182096.902510,505724,15335,1,HR,1,100,128
1713182098.022506,506844,15523,1,HR,1,100,111
1713182098.795504,507617,15641,1,HR,1,100,104
1713182099.475501,508297,15759,1,HR,1,100,101
1713182100.115499,508937,15859,1,HR,1,100,99
1713182101.208496,510030,16049,1,HR,1,100,89
1713182101.848494,510670,16152,1,HR,1,100,90
1713182102.582491,511404,16285,1,HR,1,100,89
1713182103.302489,512124,16404,1,HR,1,100,88
1713182104.621485,513443,16623,1,HR,1,100,78
1713182105.675481,514497,16793,1,HR,1,100,74
1713182105.995480,514817,16843,1,HR,1,100,99
1713182106.634478,515456,16950,1,HR,1,100,98
1713182107.288476,516110,17069,1,HR,1,100,97
1713182107.608475,516430,17120,1,HR,1,100,117
1713182108.328472,517150,17243,1,HR,1,100,110
1713182109.461469,518283,17425,1,HR,1,100,97
1713182110.301466,519123,17577,1,HR,1,100,91
1713182110.941464,519763,17680,1,HR,1,100,92
1713182111.714461,520536,17802,1,HR,1,100,89
1713182112.474459,521296,17936,1,HR,1,100,87
1713182113.887454,522709,18171,1,HR,1,100,77
1713182115.900448,524722,18507,1,HR,1,100,67
1713182116.340446,525162,18577,1,HR,1,100,82
1713182116.580446,525402,18616,1,HR,1,100,119
1713182117.620442,526442,18803,1,HR,1,100,106
1713182118.753438,527575,18989,1,HR,1,100,94
1713182119.393436,528215,19094,1,HR,1,100,94
1713182119.966434,528788,19195,1,HR,1,100,97
1713182120.486433,529308,19281,1,HR,1,100,101
1713182120.726432,529548,19317,1,HR,1,100,134
1713182121.126431,529948,19386,1,HR,1,100,138
1713182121.406430,530228,19436,1,HR,1,100,155
1713182122.100428,530922,19561,1,HR,1,100,140
1713182122.420426,531242,19615,1,HR,1,100,150
